sheet_title,coord,value_type,fkt_name,fkt_code,used_names,used_meanings,used_py,py_fkt,model_code,code_duration
Kalkulation,Kalkulation!J25,str,fkt_kalkulation_j25,"'''=IF(OR(A25>n,I25),0,MIN(150,MAX(50,1%*(VS-F25))))'''","['n', 'VS']",[],[],"Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_j25():
    n = get_excel_global('n')
    VS = get_excel_global('VS')
    A25 = get_cell_value(""Kalkulation!A25"")
    I25 = get_cell_value(""Kalkulation!I25"")
    F25 = get_cell_value(""Kalkulation!F25"")

    if A25 > n or I25:
        return 0
    else:
        result = VS - F25
        result = result * 0.01
        result = max(50, result)
        result = min(150, result)
        return result
```

This Python function:
1. Gets the global variables n and VS
2. Retrieves the cell values A25, I25, and F25 from the ""Kalkulation"" sheet
3. Implements the same logic as the Excel formula:
   - Returns 0 if A25 > n or I25 is true
   - Otherwise calculates 1% of (VS - F25), then constrains it between 50 and 150
4. Returns the final result",devstral-small-2:24b,9210
Kalkulation,Kalkulation!K25,str,fkt_kalkulation_k25,"'''=MAX(0,H25-J25)'''",[],[],[],"Based on the Excel formula `=MAX(0,H25-J25)`, here's the Python equivalent:

```python
def fkt_kalkulation_k25():
    h25 = get_cell_value(""Kalkulation!H25"")
    j25 = get_cell_value(""Kalkulation!J25"")
    return max(0, h25 - j25)
```

This Python function:
1. Retrieves the values from cells H25 and J25 using `get_cell_value`
2. Calculates the difference between these values (h25 - j25)
3. Returns the maximum of either 0 or that difference, matching Excel's MAX function behavior
4. Follows the naming convention `fkt_kalkulation_k25` as specified",devstral-small-2:24b,5964
Kalkulation,Kalkulation!L25,str,fkt_kalkulation_l25,"'''=IFERROR(IF(A25>n,0,IF(A25<t,H25/G25,VS)),0)'''","['n', 't', 'VS']",[],[],"Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_l25():
    n = get_excel_global('n')
    t = get_excel_global('t')
    VS = get_excel_global('VS')
    A25 = get_cell_value(""Kalkulation!A25"")
    H25 = get_cell_value(""Kalkulation!H25"")
    G25 = get_cell_value(""Kalkulation!G25"")
    try:
        if A25 > n:
            return 0
        elif A25 < t:
            return H25 / G25
        else:
            return VS
    except:
        return 0
```

This implementation:
1. Retrieves the named ranges n, t, and VS using get_excel_global
2. Gets the cell values A25, H25, and G25 using get_cell_value
3. Implements the IFERROR wrapper with a try-except block
4. Replicates the nested IF logic from the Excel formula
5. Returns 0 if any error occurs (matching the IFERROR behavior)",devstral-small-2:24b,8470
Kalkulation,Kalkulation!B26,ArrayFormula,fkt_kalkulation_b26,"'''=IF(A26<=n,act_nGrAx(x+$A26,MAX(0,n-$A26),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A26,Sex,Tafel,Zins),0)'''","['n', 'Sex', 't', 'Tafel', 'x', 'Zins']","['act_dx', 'act_ngrax']","['```python\ndef act_dx(alter: int, sex: str, tafel: str, zins: float, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_dx', '```python\ndef act_ngr_ax(alter: int, n: int, sex: str, tafel: str, zins: float, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_ngrax']","Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_b26():
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    t = get_excel_global('t')
    Tafel = get_excel_global('Tafel')
    x = get_excel_global('x')
    Zins = get_excel_global('Zins')

    A26 = get_cell_value(""Kalkulation!A26"")

    if A26 <= n:
        return act_ngr_ax(x + A26, max(0, n - A26), Sex, Tafel, Zins) + act_dx(x + n, Sex, Tafel, Zins) / act_dx(x + A26, Sex, Tafel, Zins)
    else:
        return 0
```

This implementation:
1. Retrieves all the named global variables
2. Gets the value from cell A26 in the Kalkulation sheet
3. Implements the IF condition from the Excel formula
4. Uses the provided act_ngr_ax and act_dx functions
5. Returns 0 when the condition is false, or the calculated value when true",devstral-small-2:24b,9190
Kalkulation,Kalkulation!C26,ArrayFormula,fkt_kalkulation_c26,"'''=Act_axn_k(x+$A26,MAX(0,n-$A26),Sex,Tafel,Zins,1)'''","['k', 'n', 'Sex', 't', 'Tafel', 'x', 'Zins']",['act_axn_k'],"['```python\ndef act_axn_k(alter: int, n: int, sex: str, tafel: str, zins: float, k: int, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_axn_k']","Based on the Excel formula `=Act_axn_k(x+$A26,MAX(0,n-$A26),Sex,Tafel,Zins,1)`, here's the Python implementation:

```python
def fkt_kalkulation_c26():
    k = get_excel_global('k')
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    t = get_excel_global('t')
    Tafel = get_excel_global('Tafel')
    x = get_excel_global('x')
    Zins = get_excel_global('Zins')

    A26 = get_cell_value(""Kalkulation!A26"")
    return act_axn_k(x + A26, max(0, n - A26), Sex, Tafel, Zins, 1)
```

This implementation:
1. Retrieves all the named parameters using `get_excel_global`
2. Gets the value from cell A26 in the Kalkulation sheet
3. Calls the `act_axn_k` function with the appropriate parameters:
   - First parameter: x + A26 (equivalent to x+$A26 in Excel)
   - Second parameter: max(0, n - A26) (equivalent to MAX(0,n-$A26) in Excel)
   - Third to fifth parameters: Sex, Tafel, Zins (directly from named ranges)
   - Sixth parameter: 1 (constant value)",devstral-small-2:24b,10972
Kalkulation,Kalkulation!D26,ArrayFormula,fkt_kalkulation_d26,"'''=Act_axn_k(x+$A26,MAX(0,t-$A26),Sex,Tafel,Zins,1)'''","['k', 'n', 'Sex', 't', 'Tafel', 'x', 'Zins']",['act_axn_k'],"['```python\ndef act_axn_k(alter: int, n: int, sex: str, tafel: str, zins: float, k: int, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_axn_k']","Based on the Excel formula `=Act_axn_k(x+$A26,MAX(0,t-$A26),Sex,Tafel,Zins,1)`, here's the Python implementation:

```python
def fkt_kalkulation_d26():
    k = get_excel_global('k')
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    t = get_excel_global('t')
    Tafel = get_excel_global('Tafel')
    x = get_excel_global('x')
    Zins = get_excel_global('Zins')

    x_value = get_cell_value(""Kalkulation!D26"")
    a26_value = get_cell_value(""Kalkulation!A26"")
    return act_axn_k(x + a26_value, max(0, t - a26_value), Sex, Tafel, Zins, 1)
```

This implementation:
1. Retrieves all the named parameters using `get_excel_global`
2. Gets the cell values for D26 and A26 using `get_cell_value`
3. Calls the `act_axn_k` function with the appropriate parameters:
   - First parameter: x + A26 value
   - Second parameter: MAX(0, t - A26 value) which translates to max(0, t - a26_value)
   - Third parameter: Sex
   - Fourth parameter: Tafel
   - Fifth parameter: Zins
   - Sixth parameter: 1 (as specified in the formula)",devstral-small-2:24b,11474
Kalkulation,Kalkulation!E26,ArrayFormula,fkt_kalkulation_e26,"'''=B26-P_xt*D26+gamma2*(C26-Act_axn_k(x,n,Sex,Tafel,Zins,1)/Act_axn_k(x,t,Sex,Tafel,Zins,1)*D26)'''","['gamma2', 'k', 'n', 'P_xt', 'Sex', 't', 'Tafel', 'x', 'Zins']",['act_axn_k'],"['```python\ndef act_axn_k(alter: int, n: int, sex: str, tafel: str, zins: float, k: int, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_axn_k']","Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_e26():
    B26 = get_cell_value(""Kalkulation!B26"")
    P_xt = get_excel_global('P_xt')
    D26 = get_cell_value(""Kalkulation!D26"")
    gamma2 = get_excel_global('gamma2')
    C26 = get_cell_value(""Kalkulation!C26"")
    x = get_excel_global('x')
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    Tafel = get_excel_global('Tafel')
    Zins = get_excel_global('Zins')
    t = get_excel_global('t')

    return B26 - P_xt * D26 + gamma2 * (C26 - act_axn_k(x, n, Sex, Tafel, Zins, 1) / act_axn_k(x, t, Sex, Tafel, Zins, 1) * D26)
```

This Python function:
1. Retrieves all necessary cell values and global names
2. Implements the exact same calculation as the Excel formula
3. Uses the provided `act_axn_k` function for the actuarial calculation
4. Returns the computed result

The formula structure is preserved exactly as in the Excel version, with the same order of operations and mathematical relationships.",devstral-small-2:24b,10684
Kalkulation,Kalkulation!F26,str,fkt_kalkulation_f26,'''=VS*E26''',['VS'],[],[],"Based on the Excel formula `=VS*E26`, here's the Python equivalent:

```python
def fkt_kalkulation_f26():
    VS = get_excel_global('VS')
    value = get_cell_value(""Kalkulation!E26"")
    return VS * value
```

This function:
1. Gets the global named range 'VS' using `get_excel_global`
2. Gets the cell value from ""Kalkulation!E26"" using `get_cell_value`
3. Returns the product of these two values, matching the Excel formula's behavior",devstral-small-2:24b,4526
Kalkulation,Kalkulation!G26,str,fkt_kalkulation_g26,'''=B26+gamma3*C26''',['gamma3'],[],[],"Based on the Excel formula `=B26+gamma3*C26`, here's the Python equivalent:

```python
def fkt_kalkulation_g26():
    gamma3 = get_excel_global('gamma3')
    value = get_cell_value(""Kalkulation!B26"") + gamma3 * get_cell_value(""Kalkulation!C26"")
    return value
```

This implementation:
1. Retrieves the named range `gamma3` using `get_excel_global`
2. Gets the values from cells B26 and C26 using `get_cell_value`
3. Performs the calculation exactly as in the Excel formula
4. Returns the result",devstral-small-2:24b,5273
Kalkulation,Kalkulation!H26,ArrayFormula,fkt_kalkulation_h26,"'''=F26+alpha*t*BJB*Act_axn_k(x+A26,MAX(5-A26,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)'''","['alpha', 'BJB', 'k', 'n', 'Sex', 't', 'Tafel', 'x', 'Zins']",['act_axn_k'],"['```python\ndef act_axn_k(alter: int, n: int, sex: str, tafel: str, zins: float, k: int, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_axn_k']","Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_h26():
    alpha = get_excel_global('alpha')
    BJB = get_excel_global('BJB')
    k = get_excel_global('k')
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    t = get_excel_global('t')
    Tafel = get_excel_global('Tafel')
    x = get_excel_global('x')
    Zins = get_excel_global('Zins')

    F26 = get_cell_value(""Kalkulation!F26"")
    A26 = get_cell_value(""Kalkulation!A26"")

    return F26 + alpha * t * BJB * act_axn_k(x + A26, max(5 - A26, 0), Sex, Tafel, Zins, 1) / act_axn_k(x, 5, Sex, Tafel, Zins, 1)
```

Notes:
1. I've converted the Excel `MAX()` function to Python's built-in `max()` function
2. The formula structure is preserved exactly as in the Excel version
3. All cell references are properly converted to use the `get_cell_value()` function
4. The function name follows the specified pattern `fkt_kalkulation_h26`
5. All global variables are retrieved using `get_excel_global()` as specified",devstral-small-2:24b,10762
Kalkulation,Kalkulation!I26,str,fkt_kalkulation_i26,"'''=IF(AND(x+A26>=MinAlterFlex,A26>=n-MinRLZFlex),1,0)'''","['MinAlterFlex', 'MinRLZFlex', 'n', 't', 'x']",[],[],"Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_i26():
    MinAlterFlex = get_excel_global('MinAlterFlex')
    MinRLZFlex = get_excel_global('MinRLZFlex')
    n = get_excel_global('n')
    t = get_excel_global('t')
    x = get_excel_global('x')
    A26 = get_cell_value(""Kalkulation!A26"")
    return 1 if (x + A26 >= MinAlterFlex and A26 >= n - MinRLZFlex) else 0
```

This Python function:
1. Retrieves all the named global variables
2. Gets the value from cell A26 in the Kalkulation sheet
3. Implements the same logic as the Excel formula using Python's conditional expression
4. Returns 1 if both conditions are true, otherwise returns 0",devstral-small-2:24b,7052
Kalkulation,Kalkulation!J26,str,fkt_kalkulation_j26,"'''=IF(OR(A26>n,I26),0,MIN(150,MAX(50,1%*(VS-F26))))'''","['n', 'VS']",[],[],"Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_j26():
    n = get_excel_global('n')
    VS = get_excel_global('VS')
    A26 = get_cell_value(""Kalkulation!A26"")
    I26 = get_cell_value(""Kalkulation!I26"")
    F26 = get_cell_value(""Kalkulation!F26"")

    if A26 > n or I26:
        return 0
    else:
        result = VS - F26
        result = result * 0.01
        result = max(50, result)
        result = min(150, result)
        return result
```

This Python function:
1. Gets the global variables n and VS
2. Retrieves the cell values A26, I26, and F26 from the ""Kalkulation"" sheet
3. Implements the same logic as the Excel formula:
   - Returns 0 if A26 > n or I26 is true
   - Otherwise calculates MIN(150, MAX(50, 1%*(VS-F26)))
4. Returns the calculated result",devstral-small-2:24b,9080
Kalkulation,Kalkulation!K26,str,fkt_kalkulation_k26,"'''=MAX(0,H26-J26)'''",[],[],[],"Based on the Excel formula `=MAX(0,H26-J26)`, here's the Python equivalent:

```python
def fkt_kalkulation_k26():
    value = get_cell_value(""Kalkulation!H26"")
    value2 = get_cell_value(""Kalkulation!J26"")
    return max(0, value - value2)
```

This implementation:
1. Creates a function named `fkt_kalkulation_k26` (following the naming convention)
2. Retrieves the values from cells H26 and J26 using `get_cell_value`
3. Calculates the difference between the two values
4. Returns the maximum of either 0 or the calculated difference (matching Excel's MAX function behavior)",devstral-small-2:24b,5731
Kalkulation,Kalkulation!L26,str,fkt_kalkulation_l26,"'''=IFERROR(IF(A26>n,0,IF(A26<t,H26/G26,VS)),0)'''","['n', 't', 'VS']",[],[],"Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_l26():
    n = get_excel_global('n')
    t = get_excel_global('t')
    VS = get_excel_global('VS')
    A26 = get_cell_value(""Kalkulation!A26"")
    H26 = get_cell_value(""Kalkulation!H26"")
    G26 = get_cell_value(""Kalkulation!G26"")
    try:
        if A26 > n:
            return 0
        elif A26 < t:
            return H26 / G26
        else:
            return VS
    except:
        return 0
```

This implementation:
1. Retrieves the named ranges n, t, and VS
2. Gets the cell values for A26, H26, and G26
3. Implements the nested IF logic with IFERROR equivalent (try-except block)
4. Returns 0 if any error occurs (matching the IFERROR behavior)
5. Follows the same conditional logic as the original formula",devstral-small-2:24b,8346
Kalkulation,Kalkulation!B27,ArrayFormula,fkt_kalkulation_b27,"'''=IF(A27<=n,act_nGrAx(x+$A27,MAX(0,n-$A27),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A27,Sex,Tafel,Zins),0)'''","['n', 'Sex', 't', 'Tafel', 'x', 'Zins']","['act_dx', 'act_ngrax']","['```python\ndef act_dx(alter: int, sex: str, tafel: str, zins: float, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_dx', '```python\ndef act_ngr_ax(alter: int, n: int, sex: str, tafel: str, zins: float, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_ngrax']","Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_b27():
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    t = get_excel_global('t')
    Tafel = get_excel_global('Tafel')
    x = get_excel_global('x')
    Zins = get_excel_global('Zins')
    A27 = get_cell_value(""Kalkulation!A27"")

    if A27 <= n:
        return act_ngr_ax(x + A27, max(0, n - A27), Sex, Tafel, Zins) + act_dx(x + n, Sex, Tafel, Zins) / act_dx(x + A27, Sex, Tafel, Zins)
    else:
        return 0
```

This implementation:
1. Retrieves all the named global variables
2. Gets the value from cell A27 in the Kalkulation sheet
3. Implements the IF logic from the Excel formula
4. Uses the available Python functions `act_ngr_ax` and `act_dx` as specified
5. Returns 0 when the condition is false, or the calculated value when true",devstral-small-2:24b,9577
Kalkulation,Kalkulation!C27,ArrayFormula,fkt_kalkulation_c27,"'''=Act_axn_k(x+$A27,MAX(0,n-$A27),Sex,Tafel,Zins,1)'''","['k', 'n', 'Sex', 't', 'Tafel', 'x', 'Zins']",['act_axn_k'],"['```python\ndef act_axn_k(alter: int, n: int, sex: str, tafel: str, zins: float, k: int, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_axn_k']","Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_c27():
    k = get_excel_global('k')
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    t = get_excel_global('t')
    Tafel = get_excel_global('Tafel')
    x = get_excel_global('x')
    Zins = get_excel_global('Zins')

    A27 = get_cell_value(""Kalkulation!A27"")
    return act_axn_k(x + A27, max(0, n - A27), Sex, Tafel, Zins, 1)
```

This implementation:
1. Retrieves all the named global variables
2. Gets the cell value from ""Kalkulation!A27""
3. Calls the `act_axn_k` function with the appropriate parameters:
   - First parameter: x + A27
   - Second parameter: max(0, n - A27) (using Python's max function)
   - Third parameter: Sex
   - Fourth parameter: Tafel
   - Fifth parameter: Zins
   - Sixth parameter: 1 (hardcoded as in the original formula)",devstral-small-2:24b,9416
Kalkulation,Kalkulation!D27,ArrayFormula,fkt_kalkulation_d27,"'''=Act_axn_k(x+$A27,MAX(0,t-$A27),Sex,Tafel,Zins,1)'''","['k', 'n', 'Sex', 't', 'Tafel', 'x', 'Zins']",['act_axn_k'],"['```python\ndef act_axn_k(alter: int, n: int, sex: str, tafel: str, zins: float, k: int, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_axn_k']","Based on the Excel formula `=Act_axn_k(x+$A27,MAX(0,t-$A27),Sex,Tafel,Zins,1)`, here's the Python implementation:

```python
def fkt_kalkulation_d27():
    k = get_excel_global('k')
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    t = get_excel_global('t')
    Tafel = get_excel_global('Tafel')
    x = get_excel_global('x')
    Zins = get_excel_global('Zins')

    A27_value = get_cell_value(""Kalkulation!A27"")
    return act_axn_k(x + A27_value, max(0, t - A27_value), Sex, Tafel, Zins, 1)
```

This implementation:
1. Retrieves all the named parameters using `get_excel_global`
2. Gets the value from cell A27 in the Kalkulation sheet
3. Calls the `act_axn_k` function with the appropriate parameters:
   - First parameter: x + A27 value
   - Second parameter: MAX(0, t - A27 value) which translates to max(0, t - A27_value)
   - Third parameter: Sex
   - Fourth parameter: Tafel
   - Fifth parameter: Zins
   - Sixth parameter: 1 (hardcoded as in the original formula)",devstral-small-2:24b,10945
Kalkulation,Kalkulation!E27,ArrayFormula,fkt_kalkulation_e27,"'''=B27-P_xt*D27+gamma2*(C27-Act_axn_k(x,n,Sex,Tafel,Zins,1)/Act_axn_k(x,t,Sex,Tafel,Zins,1)*D27)'''","['gamma2', 'k', 'n', 'P_xt', 'Sex', 't', 'Tafel', 'x', 'Zins']",['act_axn_k'],"['```python\ndef act_axn_k(alter: int, n: int, sex: str, tafel: str, zins: float, k: int, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_axn_k']","Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_e27():
    B27 = get_cell_value(""Kalkulation!B27"")
    D27 = get_cell_value(""Kalkulation!D27"")
    C27 = get_cell_value(""Kalkulation!C27"")
    gamma2 = get_excel_global('gamma2')
    P_xt = get_excel_global('P_xt')
    x = get_excel_global('x')
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    Tafel = get_excel_global('Tafel')
    Zins = get_excel_global('Zins')
    t = get_excel_global('t')

    result = B27 - P_xt * D27 + gamma2 * (C27 - act_axn_k(x, n, Sex, Tafel, Zins, 1) / act_axn_k(x, t, Sex, Tafel, Zins, 1) * D27)
    return result
```

This function:
1. Retrieves all necessary cell values and global parameters
2. Implements the exact same calculation as the Excel formula
3. Uses the provided `act_axn_k` function for the actuarial calculation
4. Returns the computed result

The formula structure is preserved exactly as in the Excel version, with proper Python syntax and function calls.",devstral-small-2:24b,10761
Kalkulation,Kalkulation!F27,str,fkt_kalkulation_f27,'''=VS*E27''',['VS'],[],[],"Based on the Excel formula `=VS*E27`, here's the Python code:

```python
def fkt_kalkulation_f27():
    VS = get_excel_global('VS')
    value = get_cell_value(""Kalkulation!E27"")
    return VS * value
```

This implementation:
1. Retrieves the global named range 'VS' using `get_excel_global`
2. Gets the cell value from ""Kalkulation!E27"" using `get_cell_value`
3. Returns the product of these two values, matching the Excel formula's behavior",devstral-small-2:24b,4544
Kalkulation,Kalkulation!G27,str,fkt_kalkulation_g27,'''=B27+gamma3*C27''',['gamma3'],[],[],"Based on the Excel formula `=B27+gamma3*C27`, here's the Python equivalent:

```python
def fkt_kalkulation_g27():
    gamma3 = get_excel_global('gamma3')
    value = get_cell_value(""Kalkulation!B27"") + gamma3 * get_cell_value(""Kalkulation!C27"")
    return value
```

This implementation:
1. Retrieves the named range 'gamma3' using `get_excel_global`
2. Gets the values from cells B27 and C27 using `get_cell_value`
3. Performs the calculation exactly as in the Excel formula
4. Returns the result",devstral-small-2:24b,5239
Kalkulation,Kalkulation!H27,ArrayFormula,fkt_kalkulation_h27,"'''=F27+alpha*t*BJB*Act_axn_k(x+A27,MAX(5-A27,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)'''","['alpha', 'BJB', 'k', 'n', 'Sex', 't', 'Tafel', 'x', 'Zins']",['act_axn_k'],"['```python\ndef act_axn_k(alter: int, n: int, sex: str, tafel: str, zins: float, k: int, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_axn_k']","Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_h27():
    alpha = get_excel_global('alpha')
    BJB = get_excel_global('BJB')
    k = get_excel_global('k')
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    t = get_excel_global('t')
    Tafel = get_excel_global('Tafel')
    x = get_excel_global('x')
    Zins = get_excel_global('Zins')

    F27 = get_cell_value(""Kalkulation!F27"")
    A27 = get_cell_value(""Kalkulation!A27"")

    return F27 + alpha * t * BJB * act_axn_k(x + A27, max(5 - A27, 0), Sex, Tafel, Zins, 1) / act_axn_k(x, 5, Sex, Tafel, Zins, 1)
```

Notes:
1. I've converted the Excel `MAX()` function to Python's built-in `max()` function
2. The cell references are converted using `get_cell_value()`
3. The `Act_axn_k` function is called as `act_axn_k` (Python naming convention)
4. All the named ranges are retrieved using `get_excel_global()`
5. The formula follows the exact same logic as the Excel version",devstral-small-2:24b,10858
Kalkulation,Kalkulation!I27,str,fkt_kalkulation_i27,"'''=IF(AND(x+A27>=MinAlterFlex,A27>=n-MinRLZFlex),1,0)'''","['MinAlterFlex', 'MinRLZFlex', 'n', 't', 'x']",[],[],"Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_i27():
    MinAlterFlex = get_excel_global('MinAlterFlex')
    MinRLZFlex = get_excel_global('MinRLZFlex')
    n = get_excel_global('n')
    t = get_excel_global('t')
    x = get_excel_global('x')
    A27 = get_cell_value(""Kalkulation!A27"")
    return 1 if (x + A27 >= MinAlterFlex and A27 >= n - MinRLZFlex) else 0
```

This Python function:
1. Retrieves all the named global variables
2. Gets the value from cell A27 in the Kalkulation sheet
3. Implements the same logic as the Excel formula using Python's conditional expression
4. Returns 1 if both conditions are true, otherwise returns 0",devstral-small-2:24b,6981
Kalkulation,Kalkulation!J27,str,fkt_kalkulation_j27,"'''=IF(OR(A27>n,I27),0,MIN(150,MAX(50,1%*(VS-F27))))'''","['n', 'VS']",[],[],"Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_j27():
    n = get_excel_global('n')
    VS = get_excel_global('VS')
    A27 = get_cell_value(""Kalkulation!A27"")
    I27 = get_cell_value(""Kalkulation!I27"")
    F27 = get_cell_value(""Kalkulation!F27"")

    if A27 > n or I27:
        return 0
    else:
        inner_value = VS - F27
        result = min(150, max(50, 0.01 * inner_value))
        return result
```

This Python function:
1. Gets the global variables n and VS
2. Retrieves the cell values A27, I27, and F27 from the Kalkulation sheet
3. Implements the same logic as the Excel formula:
   - Returns 0 if A27 > n or I27 is true
   - Otherwise calculates min(150, max(50, 1%*(VS-F27)))
4. Returns the calculated result",devstral-small-2:24b,8731
Kalkulation,Kalkulation!K27,str,fkt_kalkulation_k27,"'''=MAX(0,H27-J27)'''",[],[],[],"Based on the Excel formula `=MAX(0,H27-J27)`, here's the Python equivalent:

```python
def fkt_kalkulation_k27():
    h27 = get_cell_value(""Kalkulation!H27"")
    j27 = get_cell_value(""Kalkulation!J27"")
    return max(0, h27 - j27)
```

This Python function:
1. Retrieves the values from cells H27 and J27 using `get_cell_value`
2. Calculates the difference between these values (h27 - j27)
3. Returns the maximum of either 0 or that difference, matching Excel's MAX function behavior
4. Follows the naming convention `fkt_kalkulation_k27` as specified",devstral-small-2:24b,5972
Kalkulation,Kalkulation!L27,str,fkt_kalkulation_l27,"'''=IFERROR(IF(A27>n,0,IF(A27<t,H27/G27,VS)),0)'''","['n', 't', 'VS']",[],[],"Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_l27():
    n = get_excel_global('n')
    t = get_excel_global('t')
    VS = get_excel_global('VS')
    A27 = get_cell_value(""Kalkulation!A27"")
    H27 = get_cell_value(""Kalkulation!H27"")
    G27 = get_cell_value(""Kalkulation!G27"")
    try:
        if A27 > n:
            result = 0
        elif A27 < t:
            result = H27 / G27
        else:
            result = VS
    except:
        result = 0
    return result
```

This Python function:
1. Retrieves the named ranges n, t, and VS
2. Gets the cell values from A27, H27, and G27
3. Implements the same logic as the Excel formula:
   - If A27 > n, returns 0
   - If A27 < t, returns H27/G27
   - Otherwise returns VS
4. Uses try-except to handle any errors (equivalent to IFERROR)
5. Returns 0 if any error occurs",devstral-small-2:24b,9412
Kalkulation,Kalkulation!B28,ArrayFormula,fkt_kalkulation_b28,"'''=IF(A28<=n,act_nGrAx(x+$A28,MAX(0,n-$A28),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A28,Sex,Tafel,Zins),0)'''","['n', 'Sex', 't', 'Tafel', 'x', 'Zins']","['act_dx', 'act_ngrax']","['```python\ndef act_dx(alter: int, sex: str, tafel: str, zins: float, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_dx', '```python\ndef act_ngr_ax(alter: int, n: int, sex: str, tafel: str, zins: float, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_ngrax']","Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_b28():
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    t = get_excel_global('t')
    Tafel = get_excel_global('Tafel')
    x = get_excel_global('x')
    Zins = get_excel_global('Zins')

    A28 = get_cell_value(""Kalkulation!A28"")

    if A28 <= n:
        return act_ngr_ax(x + A28, max(0, n - A28), Sex, Tafel, Zins) + act_dx(x + n, Sex, Tafel, Zins) / act_dx(x + A28, Sex, Tafel, Zins)
    else:
        return 0
```

This implementation:
1. Retrieves all the named global variables
2. Gets the value from cell A28 in the Kalkulation sheet
3. Implements the IF condition from the Excel formula
4. Uses the provided act_ngr_ax and act_dx functions
5. Returns 0 when the condition is false, or the calculated value when true",devstral-small-2:24b,9221
